"Gene","NumCells.ms","NumCells.hc","NumDonors.ms","NumDonors.hc","p","or_est","log2or","negLog10p"
"ANKRD50",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ANKRD52",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ANKS1A",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"ANKZF1",2,4,2,3,0.686892181139712,0.502205814176944,-0.993649363697927,0.163111427148394
"ANO2",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ANO9",1,3,1,2,0.624514217510396,0.334852778355426,-1.57840115639391,0.204457670154495
"ANP32A",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"ANP32E",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"ANTXR1",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"ANTXR2",3,4,3,3,1,0.754114950562894,-0.407143643055342,0
"ANXA1",2,2,2,2,1,1.00660973632977,0.00950445733523746,0
"ANXA11",4,4,4,2,1,1.00662727114879,0.00952958840162954,0
"ANXA2",6,8,5,6,0.789572961127784,0.75313401053159,-0.409021498081165,0.102607732468694
"ANXA3",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ANXA4",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ANXA5",3,0,2,0,0.123525410204266,Inf,Inf,0.908243695227225
"ANXA6",8,8,5,3,1,1.00666262138871,0.00958025136478142,0
"ANXA7",5,5,5,4,1,1.00663607349377,0.00954220383962694,0
"AOAH",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"AOC3",1,2,1,1,1,0.502863467225993,-0.991761348721336,0
"AP1B1",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"AP1G1",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"AP1G2",6,9,3,4,0.605449302114594,0.668617995923756,-0.580745909120555,0.217922217068727
"AP1M1",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"AP2B1",5,2,4,2,0.286482737757817,2.52523546649066,1.33641791875547,0.542901541663037
"AP2M1",8,3,6,3,0.143364948328883,2.70068977237503,1.43332792731045,0.843557017483564
"AP3B1",10,4,4,3,0.115719991913493,2.53540909914851,1.34221855105273,0.936591605372528
"AP3M1",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"AP3S1",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"AP3S2;C15orf38-AP3S2",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"AP4B1",3,0,3,0,0.123525410204266,Inf,Inf,0.908243695227225
"AP4M1",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"AP5M1",4,2,4,2,0.450818825649812,2.01765860391765,1.01268208519664,0.345997956634091
"AP5Z1",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"APBA3",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"APBB1",3,6,2,3,0.506534837136861,0.501546418640706,-0.995544864949847,0.295390680499119
