"Gene","NumCells.ms","NumCells.hc","NumDonors.ms","NumDonors.hc","p","or_est","log2or","negLog10p"
"ARID5A",2,5,2,3,1,0.576512021188363,-0.794577404221032,4.82163733276644e-17
"ARID5B",4,6,3,5,0.619269619269619,0.384811740720894,-1.37777527805225,0.208120225508274
"ARIH2",1,1,1,1,1,1,0,0
"ARIH2;ARIH2",2,0,2,0,0.466666666666667,Inf,Inf,0.330993219041424
"ARL14EP",3,3,2,2,1,1,0,4.82163733276644e-17
"ARL4C",1,0,1,0,1,Inf,Inf,0
"ARL5A",1,1,1,1,1,1,0,0
"ARL6",1,0,1,0,1,Inf,Inf,0
"ARL6IP1",1,2,1,2,1,0.451603012346455,-1.1468729854753,0
"ARL6IP4",1,3,1,3,0.569230769230769,0.260463552878358,-1.94084658710691,0.244711632575861
"ARL6IP5",1,4,1,4,0.282051282051282,0.162425424582969,-2.62215061846743,0.549671921868275
"ARMC1",3,1,3,1,0.569230769230769,3.83896762023271,1.94071839182677,0.244711632575861
"ARMC5",1,1,1,1,1,1,0,0
"ARMCX5-GPRASP2;BHLHB9",1,0,1,0,1,Inf,Inf,0
"ARMCX6",1,0,1,0,1,Inf,Inf,0
"ARMH2",1,0,1,0,1,Inf,Inf,0
"ARMH3",1,3,1,2,1,0.451603012346455,-1.1468729854753,0
"ARMT1",1,1,1,1,1,1,0,0
"ARNT",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"ARNTL",3,0,3,0,0.2,Inf,Inf,0.698970004336019
"ARPC1A",1,0,1,0,1,Inf,Inf,0
"ARPC1B",4,7,4,5,1,0.619687542666112,-0.690387128214864,0
"ARPC2",17,17,7,8,1,0,-Inf,0
"ARPC3",4,4,2,4,0.608391608391609,0.357979002447202,-1.48205312738025,0.215816784846443
"ARPC4",1,0,1,0,1,Inf,Inf,0
"ARPC4-TTLL3;TTLL3",2,2,1,2,1,0.451603012346455,-1.1468729854753,0
"ARPC4;ARPC4-TTLL3",1,0,1,0,1,Inf,Inf,0
"ARPC5",1,3,1,2,1,0.451603012346455,-1.1468729854753,0
"ARPC5L",4,7,4,5,1,0.619687542666112,-0.690387128214864,0
"ARRB2",1,0,1,0,1,Inf,Inf,0
"ARSA",2,0,2,0,0.466666666666667,Inf,Inf,0.330993219041424
"ARV1",5,1,3,1,0.569230769230769,3.83896762023271,1.94071839182677,0.244711632575861
"ASB3;GPR75-ASB3",1,1,1,1,1,1,0,0
"ASB8",1,0,1,0,1,Inf,Inf,0
"ASCC3",8,12,6,6,1,1,0,4.82163733276644e-17
"ASH1L",18,16,8,7,1,Inf,Inf,0
"ASL",2,0,2,0,0.466666666666667,Inf,Inf,0.330993219041424
"ASMTL",1,3,1,2,1,0.451603012346455,-1.1468729854753,0
"ASTE1",1,0,1,0,1,Inf,Inf,0
"ASTN2",1,0,1,0,1,Inf,Inf,0
"ASXL1",2,2,1,2,1,0.451603012346455,-1.1468729854753,0
"ATAD2",3,2,3,2,1,1.73456920800836,0.794577404221032,4.82163733276644e-17
"ATAD2B",3,4,2,2,1,1,0,4.82163733276644e-17
"ATAD3B",1,1,1,1,1,1,0,0
"ATAD5",1,2,1,2,1,0.451603012346455,-1.1468729854753,0
"ATF2",1,0,1,0,1,Inf,Inf,0
"ATF4",2,2,2,1,1,2.21433421093488,1.1468729854753,0
"ATF6B",1,3,1,2,1,0.451603012346455,-1.1468729854753,0
"ATF7IP",10,23,7,6,1,2.21433421093487,1.1468729854753,0
"ATF7IP2",8,2,4,2,0.608391608391609,2.79345993246486,1.48205312738025,0.215816784846443
"ATG101",1,1,1,1,1,1,0,0
"ATG13",1,1,1,1,1,1,0,0
"ATG16L2",1,3,1,3,0.569230769230769,0.260463552878358,-1.94084658710691,0.244711632575861
"ATG3",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"ATG5",1,3,1,3,0.569230769230769,0.260463552878358,-1.94084658710691,0.244711632575861
"ATG7",1,0,1,0,1,Inf,Inf,0
"ATG9A",1,2,1,2,1,0.451603012346455,-1.1468729854753,0
"ATIC",2,2,2,1,1,2.21433421093488,1.1468729854753,0
"ATM",2,6,2,5,0.314685314685315,0.223529510495624,-2.16146278546891,0.502123523689718
"ATP11B",1,1,1,1,1,1,0,0
"ATP13A1",1,8,1,6,0.0405594405594406,0.0617305948438619,-4.01787049635397,1.39190804390212
"ATP13A3",1,0,1,0,1,Inf,Inf,0
"ATP1A1",6,8,6,5,1,1.73456920800836,0.794577404221031,4.82163733276644e-17
"ATP23",1,0,1,0,1,Inf,Inf,0
"ATP2B1",5,2,3,2,1,1.73456920800836,0.794577404221032,4.82163733276644e-17
"ATP2B4",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"ATP5A1",6,3,3,3,1,1,0,4.82163733276644e-17
"ATP5B",3,6,2,3,1,0.576512021188363,-0.794577404221032,4.82163733276644e-17
"ATP5C1",3,2,3,2,1,1.73456920800836,0.794577404221032,4.82163733276644e-17
"ATP5F1E",1,0,1,0,1,Inf,Inf,0
"ATP5IF1",1,1,1,1,1,1,0,0
"ATP5MC3",1,1,1,1,1,1,0,0
"ATP5MG",7,3,5,3,0.619269619269619,2.59867331003631,1.37777527805224,0.208120225508274
"ATP5PB",3,4,2,3,1,0.576512021188363,-0.794577404221032,4.82163733276644e-17
"ATP5PD",1,0,1,0,1,Inf,Inf,0
"ATP6AP1",1,1,1,1,1,1,0,0
"ATP6AP2",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"ATP6V0A2",3,2,1,2,1,0.451603012346455,-1.1468729854753,0
"ATP6V0D1",3,0,2,0,0.466666666666667,Inf,Inf,0.330993219041424
"ATP6V1G1",1,4,1,3,0.569230769230769,0.260463552878358,-1.94084658710691,0.244711632575861
"ATP6V1G2-DDX39B",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"ATP6V1H",2,1,1,1,1,1,0,0
"ATP7A",1,1,1,1,1,1,0,0
"ATP8A1",1,0,1,0,1,Inf,Inf,0
"ATP8B1",1,0,1,0,1,Inf,Inf,0
"ATP8B2",1,2,1,2,1,0.451603012346455,-1.1468729854753,0
"ATPSCKMT",1,0,1,0,1,Inf,Inf,0
"ATRAID",3,2,3,2,1,1.73456920800836,0.794577404221032,4.82163733276644e-17
"ATRX",13,22,7,7,1,1,0,0
"ATXN1",1,0,1,0,1,Inf,Inf,0
"ATXN10",3,6,3,5,0.619269619269619,0.384811740720894,-1.37777527805225,0.208120225508274
"ATXN1L",1,0,1,0,1,Inf,Inf,0
"ATXN2L",10,6,5,5,1,1,0,4.82163733276644e-17
"ATXN3",1,0,1,0,1,Inf,Inf,0
"ATXN7",2,5,2,3,1,0.576512021188363,-0.794577404221032,4.82163733276644e-17
"ATXN7L1",2,3,2,2,1,1,0,4.82163733276644e-17
"AUH",1,1,1,1,1,1,0,0
"AUP1",5,3,3,3,1,1,0,4.82163733276644e-17
"AURKAIP1",3,3,3,3,1,1,0,4.82163733276644e-17
"AVL9",1,0,1,0,1,Inf,Inf,0
"AZI2",1,1,1,1,1,1,0,0
"AZIN1",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"B2M",3,4,3,2,1,1.73456920800836,0.794577404221032,4.82163733276644e-17
"B3GALT4",1,0,1,0,1,Inf,Inf,0
"B3GAT3",1,1,1,1,1,1,0,0
"B3GNT2",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"B4GALT3",3,3,2,3,1,0.576512021188363,-0.794577404221032,4.82163733276644e-17
"BABAM1",1,2,1,2,1,0.451603012346455,-1.1468729854753,0
"BABAM2",9,6,5,4,1,1.61371647991769,0.690387128214865,0
"BACH1",1,1,1,1,1,1,0,0
"BAG6",1,0,1,0,1,Inf,Inf,0
"BAK1",1,0,1,0,1,Inf,Inf,0
"BAX",1,0,1,0,1,Inf,Inf,0
"BAZ1A",2,2,2,2,1,1,0,4.82163733276644e-17
"BAZ1B",1,3,1,3,0.569230769230769,0.260463552878358,-1.94084658710691,0.244711632575861
"BAZ2A",2,5,2,3,1,0.576512021188363,-0.794577404221032,4.82163733276644e-17
"BAZ2B",3,3,3,2,1,1.73456920800836,0.794577404221032,4.82163733276644e-17
"BBOF1",1,0,1,0,1,Inf,Inf,0
"BBS2",2,4,2,4,0.608391608391609,0.357979002447202,-1.48205312738025,0.215816784846443
"BBS9",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"BBX",1,3,1,2,1,0.451603012346455,-1.1468729854753,0
"BCAP29",1,1,1,1,1,1,0,0
"BCAP31",1,4,1,2,1,0.451603012346455,-1.1468729854753,0
"BCAS1",1,1,1,1,1,1,0,0
"BCAS2",1,1,1,1,1,1,0,0
"BCCIP",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"BCL10",2,3,2,3,1,0.576512021188363,-0.794577404221032,4.82163733276644e-17
"BCL2",1,0,1,0,1,Inf,Inf,0
"BCL7B",1,0,1,0,1,Inf,Inf,0
"BCL9",1,6,1,4,0.282051282051282,0.162425424582969,-2.62215061846743,0.549671921868275
"BCL9L",1,0,1,0,1,Inf,Inf,0
"BCLAF1",8,7,5,6,1,0.576512021188363,-0.794577404221032,4.82163733276644e-17
"BCR",3,0,3,0,0.2,Inf,Inf,0.698970004336019
"BDP1",6,9,4,7,0.282051282051282,0.162425424582969,-2.62215061846743,0.549671921868275
"BECN1",4,6,3,6,0.314685314685315,0.223529510495624,-2.16146278546891,0.502123523689718
"BEX4",1,1,1,1,1,1,0,0
"BFAR",1,0,1,0,1,Inf,Inf,0
"BFSP2",1,0,1,0,1,Inf,Inf,0
"BICRAL",1,1,1,1,1,1,0,0
"BIN1",2,7,1,5,0.118881118881119,0.102452395152118,-3.28697438253732,0.924887116086787
"BIN2",8,8,6,4,0.608391608391609,2.79345993246486,1.48205312738025,0.215816784846443
"BIRC2",5,4,3,3,1,1,0,4.82163733276644e-17
"BIRC6",6,11,4,6,0.608391608391609,0.357979002447202,-1.48205312738025,0.215816784846443
"BISPR",1,0,1,0,1,Inf,Inf,0
