"Gene","NumCells.ms","NumCells.hc","NumDonors.ms","NumDonors.hc","p","or_est","log2or","negLog10p"
"APH1A",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"API5",2,2,2,2,1,1.00660973632977,0.00950445733523746,0
"APLP2",3,0,3,0,0.123525410204266,Inf,Inf,0.908243695227225
"APMAP",4,0,3,0,0.0614372099500796,Inf,Inf,1.2115685151575
"APOBEC3C",3,1,3,1,0.372867647299398,3.02597164655246,1.59739846952101,0.428445297542138
"APOBEC3F",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"APOBEC3G",3,1,3,1,0.372867647299398,3.02597164655246,1.59739846952101,0.428445297542138
"APOBR",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"APOL3",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"APOL6",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"APPBP2",1,3,1,2,0.624514217510396,0.334852778355426,-1.57840115639391,0.204457670154495
"APRT",3,0,3,0,0.123525410204266,Inf,Inf,0.908243695227225
"APTX",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"AQP3",5,3,3,3,0.505372888261834,1.68158600410633,0.749822566866094,0.296388060386242
"AQR",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ARAP1",3,3,2,2,1,1.00661849212498,0.0095170062774283,0
"ARAP2",1,4,1,2,0.374190362517327,0.250875782283238,-1.99495488466713,0.426907402189948
"ARCN1",11,15,6,5,0.553809587364817,0.734465896836049,-0.445232590637796,0.256639530165751
"AREL1",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARF1",2,13,2,7,0.0071183205064405,0.152776933736291,-2.71050135319081,2.1476224615352
"ARF4",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ARF5",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"ARFGAP2",6,3,3,3,0.340847109771089,2.02036419979359,1.01461538301428,0.467440384270158
"ARFGAP3",3,6,2,3,0.506534837136861,0.501546418640706,-0.995544864949847,0.295390680499119
"ARFGEF1",3,6,3,4,0.506534837136861,0.501546418640706,-0.995544864949847,0.295390680499119
"ARFIP2",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"ARGLU1",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ARHGAP1",4,4,3,4,1,1.00662727114879,0.00952958840162954,0
"ARHGAP12",1,3,1,2,0.624514217510396,0.334852778355426,-1.57840115639391,0.204457670154495
"ARHGAP15",1,4,1,2,0.374190362517327,0.250875782283238,-1.99495488466713,0.426907402189948
"ARHGAP17",2,5,2,4,0.452061316994495,0.40126146282924,-1.31738548861956,0.34480265406855
"ARHGAP19",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARHGAP21",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ARHGAP25",2,5,2,3,0.452061316994495,0.40126146282924,-1.31738548861956,0.34480265406855
"ARHGAP30",6,7,3,6,1,0.861787036813675,-0.214596697605561,4.82163733276644e-17
"ARHGAP33",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"ARHGAP35",3,1,3,1,0.372867647299398,3.02597164655246,1.59739846952101,0.428445297542138
"ARHGAP4",10,9,5,6,0.822179194758569,1.11993983626621,0.1634212320581,0.085033517236854
"ARHGAP45",17,20,7,8,0.739783622210976,0.852384502677619,-0.230423731369504,0.130895287595012
"ARHGAP5",3,1,2,1,0.372867647299398,3.02597164655246,1.59739846952101,0.428445297542138
"ARHGAP9",3,12,3,5,0.034297058250321,0.248892993287172,-2.00640247803621,1.46474312894971
"ARHGDIA",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ARHGDIB",2,13,2,6,0.0071183205064405,0.152776933736291,-2.71050135319081,2.1476224615352
"ARHGEF1",16,16,8,6,1,1.00673446545721,0.00968321076814642,0
"ARHGEF18",2,1,2,1,0.623522181096949,2.01496731931745,1.01075643992397,0.205148092375235
"ARHGEF2",2,3,1,3,1,0.670371393191425,-0.576967508769896,0
"ARHGEF3",5,0,5,0,0.0305363588018195,Inf,Inf,1.51518275007445
"ARHGEF6",2,3,2,2,1,0.670371393191425,-0.576967508769896,0
"ARHGEF9",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARID1A",2,7,2,5,0.178412323649928,0.285951636356166,-1.80615693351063,0.748575150473847
"ARID1B",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ARID2",3,1,2,1,0.372867647299398,3.02597164655246,1.59739846952101,0.428445297542138
"ARID3B",1,3,1,1,0.624514217510396,0.334852778355426,-1.57840115639391,0.204457670154495
"ARID4A",4,4,3,3,1,1.00662727114879,0.00952958840162954,0
"ARID4B",5,3,4,2,0.505372888261834,1.68158600410633,0.749822566866094,0.296388060386242
"ARID5A",2,5,2,3,0.452061316994495,0.40126146282924,-1.31738548861956,0.34480265406855
"ARID5B",4,6,3,5,0.753106931991266,0.66949701992946,-0.578850461059298,0.123143354906026
"ARIH2",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ARIH2;ARIH2",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"ARL14EP",3,3,2,2,1,1.00661849212498,0.0095170062774283,0
